200.18	0.31253
200.97	0.31172
201.77	0.31095
202.57	0.31212
203.37	0.31519
204.17	0.31207
204.96	0.30927
205.76	0.31267
206.56	0.31165
207.36	0.31407
208.15	0.31265
208.95	0.31038
209.75	0.31195
210.55	0.30907
211.34	0.31198
212.14	0.31111
212.94	0.31212
213.73	0.30838
214.53	0.31501
215.33	0.31443
216.13	0.31127
216.92	0.3139
217.72	0.31289
218.52	0.31288
219.31	0.31712
220.11	0.31123
220.91	0.31518
221.7	0.3087
222.5	0.3131
223.29	0.31067
224.09	0.31176
224.89	0.30737
225.68	0.31616
226.48	0.30866
227.28	0.30982
228.07	0.30939
228.87	0.30984
229.66	0.31041
230.46	0.31043
231.26	0.31217
232.05	0.31115
232.85	0.31072
233.64	0.30913
234.44	0.31087
235.23	0.31013
236.03	0.31253
236.82	0.30921
237.62	0.31084
238.41	0.31432
239.21	0.30666
240.01	0.31261
240.8	0.31301
241.6	0.31249
242.39	0.31238
243.18	0.30958
243.98	0.31143
244.77	0.31442
245.57	0.31294
246.36	0.3076
247.16	0.30847
247.95	0.31314
248.75	0.31074
249.54	0.31155
250.34	0.31243
251.13	0.31385
251.93	0.31023
252.72	0.30842
253.51	0.30884
254.31	0.31175
255.1	0.31213
255.9	0.31247
256.69	0.31152
257.48	0.31223
258.28	0.30843
259.07	0.31045
259.86	0.31163
260.66	0.30841
261.45	0.31103
262.24	0.31134
263.04	0.31041
263.83	0.31081
264.62	0.31137
265.42	0.31269
266.21	0.30982
267	0.31111
267.8	0.31181
268.59	0.31219
269.38	0.30869
270.18	0.31242
270.97	0.31079
271.76	0.31146
272.55	0.3133
273.35	0.30968
274.14	0.31128
274.93	0.30942
275.72	0.31577
276.52	0.31291
277.31	0.3151
278.1	0.31378
278.89	0.3116
279.69	0.31584
280.48	0.31485
281.27	0.3121
282.06	0.31796
282.85	0.31737
283.65	0.3155
284.44	0.31746
285.23	0.31657
286.02	0.31707
286.81	0.31882
287.6	0.31547
288.4	0.31472
289.19	0.31632
289.98	0.31639
290.77	0.31481
291.56	0.31722
292.35	0.31678
293.14	0.31765
293.93	0.31937
294.72	0.31855
295.52	0.31913
296.31	0.32062
297.1	0.32115
297.89	0.32118
298.68	0.32043
299.47	0.32089
300.26	0.32176
301.05	0.32256
301.84	0.32359
302.63	0.32277
303.42	0.32409
304.21	0.3258
305	0.32415
305.79	0.32559
306.58	0.32661
307.37	0.32495
308.16	0.327
308.95	0.32544
309.74	0.32911
310.53	0.32743
311.32	0.32924
312.11	0.3274
312.9	0.32873
313.69	0.32891
314.48	0.32939
315.27	0.33104
316.06	0.32781
316.85	0.32838
317.64	0.3294
318.42	0.33079
319.21	0.33049
320	0.33216
320.79	0.33211
321.58	0.33268
322.37	0.33222
323.16	0.33204
323.95	0.33185
324.73	0.3315
325.52	0.33061
326.31	0.33208
327.1	0.33226
327.89	0.32877
328.68	0.33084
329.47	0.32935
330.25	0.3193
331.04	0.32394
331.83	0.33477
332.62	0.3271
333.41	0.32715
334.19	0.3369
334.98	0.33475
335.77	0.32998
336.56	0.32958
337.34	0.33036
338.13	0.32984
338.92	0.3292
339.71	0.33012
340.49	0.33216
341.28	0.33169
342.07	0.33268
342.85	0.33169
343.64	0.33241
344.43	0.33216
345.22	0.33125
346	0.33166
346.79	0.33206
347.58	0.33183
348.36	0.33226
349.15	0.33237
