0.12398	0.99998	1.79E-6
0.12763	0.99997	1.99E-6
0.13139	0.99997	2.22E-6
0.13526	0.99997	2.47E-6
0.13926	0.99997	2.75E-6
0.14336	0.99997	3.06E-6
0.14758	0.99997	3.41E-6
0.15194	0.99996	3.79E-6
0.1564	0.99996	4.22E-6
0.16101	0.99996	4.7E-6
0.16577	0.99996	5.22E-6
0.17065	0.99996	5.81E-6
0.17568	0.99995	6.46E-6
0.18086	0.99995	7.18E-6
0.18618	0.99995	7.98E-6
0.19168	0.99994	8.87E-6
0.19733	0.99994	9.85E-6
0.20315	0.99994	1.09E-5
0.20914	0.99994	1.21E-5
0.21528	0.99993	1.35E-5
0.22163	0.99993	1.49E-5
0.22816	0.99992	1.66E-5
0.2349	0.99992	1.84E-5
0.24182	0.99992	2.04E-5
0.24896	0.99992	2.26E-5
0.25626	0.99991	2.5E-5
0.26384	0.99992	2.76E-5
0.27159	0.99991	2.67E-5
0.27961	0.99991	2.96E-5
0.28786	0.9999	2.39E-5
0.29632	0.9999	2.65E-5
0.30507	0.99989	9.33E-6
0.31403	0.99988	1.04E-5
0.32329	0.99987	1.16E-5
0.33283	0.99986	1.29E-5
0.34268	0.99985	1.44E-5
0.35272	0.99984	1.6E-5
0.36315	0.99983	1.78E-5
0.37388	0.99981	1.98E-5
0.38491	0.9998	2.2E-5
0.39623	0.99979	2.44E-5
0.40783	0.99978	2.71E-5
0.41984	0.99976	3E-5
0.43229	0.99975	3.32E-5
0.44501	0.99973	3.68E-5
0.45817	0.99971	4.08E-5
0.47159	0.9997	4.51E-5
0.48562	0.99968	4.99E-5
0.49992	0.99966	5.52E-5
0.51465	0.99964	6.11E-5
0.52983	0.99961	6.75E-5
0.54545	0.99959	7.46E-5
0.5615	0.99957	8.24E-5
0.578	0.99954	9.1E-5
0.59491	0.99951	1E-4
0.61255	0.99948	1.11E-4
0.63062	0.99945	1.22E-4
0.64911	0.99942	1.35E-4
0.66836	0.99939	1.49E-4
0.68801	0.99935	1.64E-4
0.70846	0.99931	1.81E-4
0.72929	0.99927	1.99E-4
0.75048	0.99923	2.2E-4
0.77294	0.99919	2.42E-4
0.79576	0.99914	2.67E-4
0.81889	0.99909	2.94E-4
0.8434	0.99904	3.24E-4
0.86821	0.999	3.56E-4
0.89387	0.9989	3.91E-4
0.91973	0.9989	4.3E-4
0.94714	0.9988	4.73E-4
0.97469	0.9988	5.21E-4
1.00389	0.9987	5.72E-4
1.03317	0.9986	6.3E-4
1.06329	0.9986	6.93E-4
1.09523	0.9985	7.62E-4
1.12709	0.9984	8.38E-4
1.16086	0.9984	9.22E-4
1.19441	0.9983	0.00101
1.22996	0.9983	0.00111
1.26626	0.9982	0.00119
1.30354	0.9981	0.00128
1.34192	0.9981	0.00137
1.38155	0.998	0.0015
1.42228	0.998	0.00163
1.4641	0.998	0.00174
1.50736	0.998	0.0018
1.55169	0.9979	0.00183
1.59747	0.9978	0.00189
1.64452	0.9976	0.00205
1.69302	0.9975	0.00224
1.74276	0.9974	0.00245
1.79421	0.9973	0.00268
1.84714	0.9973	0.00294
1.90153	0.9973	0.00326
1.95768	0.9973	0.0036
2.01528	0.9974	0.00396
2.07463	0.9976	0.00436
2.13575	0.9979	0.0048
2.19862	0.9985	0.00529
2.26365	0.9996	0.00585
2.33045	1.0048	0.00647
2.39899	1.0011	8.92E-4
2.46972	0.9997	9.55E-4
2.54266	0.9989	0.00102
2.61727	0.9983	0.00109
2.69463	0.9978	0.00117
2.7736	0.9974	0.00125
2.85537	0.997	0.00134
2.94	0.9966	0.00143
3.02612	0.9962	0.00153
3.11586	0.9959	0.00163
3.20776	0.9955	0.00173
3.30173	0.9951	0.00182
3.39951	0.9947	0.00192
3.49929	0.9943	0.00202
3.60302	0.9939	0.00213
3.70864	0.9934	0.00224
3.81829	0.993	0.00236
3.93088	0.9925	0.00248
4.04634	0.992	0.00262
4.16599	0.9914	0.00275
4.28848	0.9909	0.0029
4.41524	0.9903	0.00305
4.54472	0.9897	0.00319
4.67849	0.9891	0.00331
4.81663	0.9884	0.00343
4.9592	0.9876	0.00356
5.10416	0.9869	0.0037
5.25562	0.986	0.00383
5.40925	0.9851	0.00398
5.56963	0.9841	0.00412
5.73451	0.9831	0.00428
5.90381	0.982	0.00442
6.07745	0.9809	0.00454
6.2553	0.9796	0.00467
6.44052	0.9782	0.00478
6.62995	0.9768	0.00484
6.82709	0.9751	0.00489
7.02834	0.9734	0.00495
7.23337	0.9715	0.00494
7.44625	0.9693	0.00477
7.66729	0.9668	0.00456
7.89179	0.9638	0.00435
8.12451	0.9604	0.0042
8.36572	0.9563	0.00428
8.60972	0.9518	0.00477
8.86204	0.9468	0.00538
9.12288	0.9409	0.00619
9.39242	0.9338	0.00803
9.67083	0.9263	0.0112
9.95823	0.9183	0.0157
10.24628	0.9101	0.0222
10.55149	0.9031	0.0308
